,ranking,title,artist,rank_week
452,53,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",2018-02-03
453,54,All The Stars,Kendrick Lamar & SZA,2018-02-03
454,55,Good Old Days,Macklemore Featuring Kesha,2018-02-03
455,56,Mine,Bazzi,2018-02-03
456,57,Nowadays,Lil Skies Featuring Landon Cube,2018-02-03
457,58,Pick It Up,Famous Dex Featuring A$AP Rocky,2018-02-03
458,59,Greatest Love Story,LANCO,2018-02-03
459,60,Written In The Sand,Old Dominion,2018-02-03
460,61,No Smoke,YoungBoy Never Broke Again,2018-02-03
461,62,Losing Sleep,Chris Young,2018-02-03
462,63,Like I Loved You,Brett Young,2018-02-03
463,64,Five More Minutes,Scotty McCreery,2018-02-03
464,65,Sick Boy,The Chainsmokers,2018-02-03
465,66,This Is Me,Keala Settle & The Greatest Showman Ensemble,2018-02-03
466,67,Heaven,Kane Brown,2018-02-03
467,68,Echame La Culpa,Luis Fonsi & Demi Lovato,2018-02-03
468,69,Rubbin Off The Paint,YBN Nahmir,2018-02-03
469,70,You Broke Up With Me,Walker Hayes,2018-02-03
470,71,Supplies,Justin Timberlake,2018-02-03
471,72,Codeine Dreaming,Kodak Black Featuring Lil Wayne,2018-02-03
472,73,Betrayed,Lil Xan,2018-02-03
473,74,Red Roses,Lil Skies Featuring Landon Cube,2018-02-03
474,75,One Foot,WALK THE MOON,2018-02-03
475,76,La Modelo,Ozuna x Cardi B,2018-02-03
476,77,Rewrite The Stars,Zac Efron & Zendaya,2018-02-03
477,78,Candy Paint,Post Malone,2018-02-03
478,79,Tell Me You Love Me,Demi Lovato,2018-02-03
479,80,Round Here Buzz,Eric Church,2018-02-03
480,81,All On Me,Devin Dawson,2018-02-03
481,82,No Name,NF,2018-02-03
482,83,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-02-03
483,84,MIC Drop,BTS Featuring Desiigner,2018-02-03
484,85,Broken Halos,Chris Stapleton,2018-02-03
485,86,Kooda,6ix9ine,2018-02-03
486,87,Legends,Kelsea Ballerini,2018-02-03
487,88,Wait,Maroon 5,2018-02-03
488,89,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",2018-02-03
489,90,Ice Tray,Quavo & Lil Yachty,2018-02-03
490,91,Beautiful Trauma,P!nk,2018-02-03
491,92,IDGAF,Dua Lipa,2018-02-03
492,93,Corazon,Maluma X Nego do Borel,2018-02-03
493,94,Mayores,Becky G Featuring Bad Bunny,2018-02-03
494,95,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",2018-02-03
495,96,Never Enough,Loren Allred,2018-02-03
496,97,My Dawg,Lil Baby,2018-02-03
497,98,I'll Name The Dogs,Blake Shelton,2018-02-03
498,99,Rock,Plies,2018-02-03
499,100,Female,Keith Urban,2018-02-03
500,1,God's Plan,Drake,2018-02-10
501,2,Perfect,Ed Sheeran,2018-02-10
502,3,Finesse,Bruno Mars & Cardi B,2018-02-10
503,4,Havana,Camila Cabello Featuring Young Thug,2018-02-10
504,5,Rockstar,Post Malone Featuring 21 Savage,2018-02-10
505,6,Bad At Love,Halsey,2018-02-10
506,7,New Rules,Dua Lipa,2018-02-10
507,8,MotorSport,"Migos, Nicki Minaj & Cardi B",2018-02-10
508,9,Say Something,Justin Timberlake Featuring Chris Stapleton,2018-02-10
509,10,Thunder,Imagine Dragons,2018-02-10
510,11,Meant To Be,Bebe Rexha & Florida Georgia Line,2018-02-10
511,12,Stir Fry,Migos,2018-02-10
512,13,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2018-02-10
513,14,Let You Down,NF,2018-02-10
514,15,Love.,Kendrick Lamar Featuring Zacari,2018-02-10
515,16,Him & I,G-Eazy & Halsey,2018-02-10
516,17,I Fall Apart,Post Malone,2018-02-10
517,18,Walk It Talk It,Migos Featuring Drake,2018-02-10
518,19,Bartier Cardi,Cardi B Featuring 21 Savage,2018-02-10
519,20,Too Good At Goodbyes,Sam Smith,2018-02-10
520,21,How Long,Charlie Puth,2018-02-10
521,22,Shape Of You,Ed Sheeran,2018-02-10
522,23,The Middle,"Zedd, Maren Morris & Grey",2018-02-10
523,24,Gummo,6ix9ine,2018-02-10
524,25,Bodak Yellow (Money Moves),Cardi B,2018-02-10
525,26,Gucci Gang,Lil Pump,2018-02-10
526,27,Feel It Still,Portugal. The Man,2018-02-10
527,28,You Make It Easy,Jason Aldean,2018-02-10
528,29,Believer,Imagine Dragons,2018-02-10
529,30,Wolves,Selena Gomez X Marshmello,2018-02-10
530,31,Sky Walker,Miguel Featuring Travis Scott,2018-02-10
531,32,Never Be The Same,Camila Cabello,2018-02-10
532,33,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2018-02-10
533,34,Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018-02-10
534,35,Young Dumb & Broke,Khalid,2018-02-10
535,36,Narcos,Migos,2018-02-10
536,37,I Get The Bag,Gucci Mane Featuring Migos,2018-02-10
537,38,Lights Down Low,MAX Featuring gnash,2018-02-10
538,39,Marry Me,Thomas Rhett,2018-02-10
539,40,Roll In Peace,Kodak Black Featuring XXXTENTACION,2018-02-10
540,41,Mine,Bazzi,2018-02-10
541,42,Sorry Not Sorry,Demi Lovato,2018-02-10
542,43,End Game,Taylor Swift Featuring Ed Sheeran & Future,2018-02-10
543,44,River,Eminem Featuring Ed Sheeran,2018-02-10
544,45,Outside Today,YoungBoy Never Broke Again,2018-02-10
545,46,Ric Flair Drip,Offset & Metro Boomin,2018-02-10
546,47,Lemon,N*E*R*D & Rihanna,2018-02-10
547,48,BBO (Bad Bitches Only),Migos Featuring 21 Savage,2018-02-10
548,49,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,2018-02-10
549,50,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,2018-02-10
550,51,Filthy,Justin Timberlake,2018-02-10
551,52,Notice Me,Migos Featuring Post Malone,2018-02-10
552,53,Supastars,Migos,2018-02-10
553,54,All The Stars,Kendrick Lamar & SZA,2018-02-10
554,55,Diplomatic Immunity,Drake,2018-02-10
555,56,Wait,Maroon 5,2018-02-10
556,57,Yours,Russell Dickerson,2018-02-10
557,58,Written In The Sand,Old Dominion,2018-02-10
558,59,Good Old Days,Macklemore Featuring Kesha,2018-02-10
559,60,Losing Sleep,Chris Young,2018-02-10
560,61,Five More Minutes,Scotty McCreery,2018-02-10
561,62,Broken Halos,Chris Stapleton,2018-02-10
562,63,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",2018-02-10
563,64,White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",2018-02-10
564,65,Betrayed,Lil Xan,2018-02-10
565,66,Pick It Up,Famous Dex Featuring A$AP Rocky,2018-02-10
566,67,Heaven,Kane Brown,2018-02-10
567,68,Nowadays,Lil Skies Featuring Landon Cube,2018-02-10
568,69,You Broke Up With Me,Walker Hayes,2018-02-10
569,70,Like I Loved You,Brett Young,2018-02-10
570,71,This Is Me,Keala Settle & The Greatest Showman Ensemble,2018-02-10
571,72,Echame La Culpa,Luis Fonsi & Demi Lovato,2018-02-10
572,73,Gang Gang,Migos,2018-02-10
573,74,One Foot,WALK THE MOON,2018-02-10
574,75,New Freezer,Rich The Kid Featuring Kendrick Lamar,2018-02-10
575,76,All On Me,Devin Dawson,2018-02-10
576,77,No Smoke,YoungBoy Never Broke Again,2018-02-10
577,78,Tell Me You Love Me,Demi Lovato,2018-02-10
578,79,La Modelo,Ozuna x Cardi B,2018-02-10
579,80,Red Roses,Lil Skies Featuring Landon Cube,2018-02-10
580,81,Rewrite The Stars,Zac Efron & Zendaya,2018-02-10
581,82,Candy Paint,Post Malone,2018-02-10
582,83,Higher We Go (Intro),Migos,2018-02-10
583,84,Legends,Kelsea Ballerini,2018-02-10
584,85,Auto Pilot,Migos,2018-02-10
585,86,Codeine Dreaming,Kodak Black Featuring Lil Wayne,2018-02-10
586,87,Emoji A Chain,Migos,2018-02-10
587,88,Beautiful Trauma,P!nk,2018-02-10
588,89,Round Here Buzz,Eric Church,2018-02-10
589,90,Sick Boy,The Chainsmokers,2018-02-10
590,91,Rubbin Off The Paint,YBN Nahmir,2018-02-10
591,92,El Farsante,Ozuna & Romeo Santos,2018-02-10
592,93,IDGAF,Dua Lipa,2018-02-10
593,94,Most People Are Good,Luke Bryan,2018-02-10
594,95,Mayores,Becky G Featuring Bad Bunny,2018-02-10
595,96,CC,Migos Featuring Gucci Mane,2018-02-10
596,97,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",2018-02-10
597,98,MIC Drop,BTS Featuring Desiigner,2018-02-10
598,99,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-02-10
599,100,Corazon,Maluma X Nego do Borel,2018-02-10
600,1,God's Plan,Drake,2018-02-17
601,2,Perfect,Ed Sheeran,2018-02-17
602,3,Finesse,Bruno Mars & Cardi B,2018-02-17
603,4,Havana,Camila Cabello Featuring Young Thug,2018-02-17
604,5,Rockstar,Post Malone Featuring 21 Savage,2018-02-17
605,6,New Rules,Dua Lipa,2018-02-17
606,7,Pray For Me,The Weeknd & Kendrick Lamar,2018-02-17
607,8,Stir Fry,Migos,2018-02-17
608,9,Meant To Be,Bebe Rexha & Florida Georgia Line,2018-02-17
609,10,Bad At Love,Halsey,2018-02-17
610,11,Thunder,Imagine Dragons,2018-02-17
611,12,Let You Down,NF,2018-02-17
612,13,Love.,Kendrick Lamar Featuring Zacari,2018-02-17
613,14,MotorSport,"Migos, Nicki Minaj & Cardi B",2018-02-17
614,15,Him & I,G-Eazy & Halsey,2018-02-17
615,16,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2018-02-17
616,17,Say Something,Justin Timberlake Featuring Chris Stapleton,2018-02-17
617,18,I Fall Apart,Post Malone,2018-02-17
618,19,Bodak Yellow (Money Moves),Cardi B,2018-02-17
619,20,Bartier Cardi,Cardi B Featuring 21 Savage,2018-02-17
620,21,How Long,Charlie Puth,2018-02-17
621,22,The Middle,"Zedd, Maren Morris & Grey",2018-02-17
622,23,Shape Of You,Ed Sheeran,2018-02-17
623,24,Gummo,6ix9ine,2018-02-17
624,25,Wolves,Selena Gomez X Marshmello,2018-02-17
625,26,Feel It Still,Portugal. The Man,2018-02-17
626,27,Never Be The Same,Camila Cabello,2018-02-17
627,28,Too Good At Goodbyes,Sam Smith,2018-02-17
628,29,Mine,Bazzi,2018-02-17
629,30,Lights Down Low,MAX Featuring gnash,2018-02-17
630,31,All The Stars,Kendrick Lamar & SZA,2018-02-17
631,32,Sky Walker,Miguel Featuring Travis Scott,2018-02-17
632,33,Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018-02-17
633,34,Filthy,Justin Timberlake,2018-02-17
634,35,Young Dumb & Broke,Khalid,2018-02-17
635,36,Gucci Gang,Lil Pump,2018-02-17
636,37,Marry Me,Thomas Rhett,2018-02-17
637,38,Sorry Not Sorry,Demi Lovato,2018-02-17
638,39,Outside Today,YoungBoy Never Broke Again,2018-02-17
639,40,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2018-02-17
640,41,I Get The Bag,Gucci Mane Featuring Migos,2018-02-17
641,42,River,Eminem Featuring Ed Sheeran,2018-02-17
642,43,Ric Flair Drip,Offset & Metro Boomin,2018-02-17
643,44,Lemon,N*E*R*D & Rihanna,2018-02-17
644,45,End Game,Taylor Swift Featuring Ed Sheeran & Future,2018-02-17
645,46,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,2018-02-17
646,47,Roll In Peace,Kodak Black Featuring XXXTENTACION,2018-02-17
647,48,Walk It Talk It,Migos Featuring Drake,2018-02-17
648,49,El Farsante,Ozuna & Romeo Santos,2018-02-17
649,50,Narcos,Migos,2018-02-17
650,51,Written In The Sand,Old Dominion,2018-02-17
651,52,You Make It Easy,Jason Aldean,2018-02-17
652,53,Good Old Days,Macklemore Featuring Kesha,2018-02-17
653,54,Five More Minutes,Scotty McCreery,2018-02-17
654,55,Wait,Maroon 5,2018-02-17
655,56,The Champion,Carrie Underwood Featuring Ludacris,2018-02-17
656,57,Pick It Up,Famous Dex Featuring A$AP Rocky,2018-02-17
657,58,Yours,Russell Dickerson,2018-02-17
658,59,Broken Halos,Chris Stapleton,2018-02-17
659,60,New Freezer,Rich The Kid Featuring Kendrick Lamar,2018-02-17
660,61,Heaven,Kane Brown,2018-02-17
661,62,You Broke Up With Me,Walker Hayes,2018-02-17
662,63,This Is Me,Keala Settle & The Greatest Showman Ensemble,2018-02-17
663,64,Betrayed,Lil Xan,2018-02-17
664,65,One Foot,WALK THE MOON,2018-02-17
665,66,Like I Loved You,Brett Young,2018-02-17
666,67,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",2018-02-17
667,68,Echame La Culpa,Luis Fonsi & Demi Lovato,2018-02-17
668,69,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-02-17
669,70,Nowadays,Lil Skies Featuring Landon Cube,2018-02-17
670,71,Losing Sleep,Chris Young,2018-02-17
671,72,Notice Me,Migos Featuring Post Malone,2018-02-17
672,73,Man Of The Woods,Justin Timberlake,2018-02-17
673,74,All On Me,Devin Dawson,2018-02-17
674,75,Legends,Kelsea Ballerini,2018-02-17
675,76,No Smoke,YoungBoy Never Broke Again,2018-02-17
676,77,Red Roses,Lil Skies Featuring Landon Cube,2018-02-17
677,78,Beautiful Trauma,P!nk,2018-02-17
678,79,Tell Me You Love Me,Demi Lovato,2018-02-17
679,80,Candy Paint,Post Malone,2018-02-17
680,81,Dura,Daddy Yankee,2018-02-17
681,82,La Modelo,Ozuna x Cardi B,2018-02-17
682,83,Diplomatic Immunity,Drake,2018-02-17
683,84,Most People Are Good,Luke Bryan,2018-02-17
684,85,Rewrite The Stars,Zac Efron & Zendaya,2018-02-17
685,86,Codeine Dreaming,Kodak Black Featuring Lil Wayne,2018-02-17
686,87,Whatever It Takes,Imagine Dragons,2018-02-17
687,88,IDGAF,Dua Lipa,2018-02-17
688,89,BBO (Bad Bitches Only),Migos Featuring 21 Savage,2018-02-17
689,90,Hardaway,Derez De'Shon,2018-02-17
690,91,Mayores,Becky G Featuring Bad Bunny,2018-02-17
691,92,At The Club,Jacquees X Dej Loaf,2018-02-17
692,93,The Long Way,Brett Eldredge,2018-02-17
693,94,Singles You Up,Jordan Davis,2018-02-17
694,95,Criminal,Natti Natasha x Ozuna,2018-02-17
695,96,Corazon,Maluma X Nego do Borel,2018-02-17
696,97,Sick Boy,The Chainsmokers,2018-02-17
697,98,A Girl Like You,Easton Corbin,2018-02-17
698,99,Rock,Plies,2018-02-17
699,100,Supplies,Justin Timberlake,2018-02-17
700,1,God's Plan,Drake,2018-02-24
701,2,Perfect,Ed Sheeran,2018-02-24
702,3,Finesse,Bruno Mars & Cardi B,2018-02-24
703,4,Havana,Camila Cabello Featuring Young Thug,2018-02-24
704,5,Rockstar,Post Malone Featuring 21 Savage,2018-02-24
705,6,Look Alive,BlocBoy JB Featuring Drake,2018-02-24
706,7,Meant To Be,Bebe Rexha & Florida Georgia Line,2018-02-24
707,8,New Rules,Dua Lipa,2018-02-24
708,9,All The Stars,Kendrick Lamar & SZA,2018-02-24
709,10,Stir Fry,Migos,2018-02-24
710,11,Pray For Me,The Weeknd & Kendrick Lamar,2018-02-24
711,12,Let You Down,NF,2018-02-24
712,13,Love.,Kendrick Lamar Featuring Zacari,2018-02-24
713,14,Him & I,G-Eazy & Halsey,2018-02-24
714,15,Thunder,Imagine Dragons,2018-02-24
715,16,Bad At Love,Halsey,2018-02-24
716,17,The Middle,"Zedd, Maren Morris & Grey",2018-02-24
717,18,MotorSport,"Migos, Nicki Minaj & Cardi B",2018-02-24
718,19,I Fall Apart,Post Malone,2018-02-24
719,20,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2018-02-24
720,21,How Long,Charlie Puth,2018-02-24
721,22,Mine,Bazzi,2018-02-24
722,23,Bartier Cardi,Cardi B Featuring 21 Savage,2018-02-24
723,24,Shape Of You,Ed Sheeran,2018-02-24
724,25,Bodak Yellow (Money Moves),Cardi B,2018-02-24
725,26,Wolves,Selena Gomez X Marshmello,2018-02-24
726,27,Lights Down Low,MAX Featuring gnash,2018-02-24
727,28,Gummo,6ix9ine,2018-02-24
728,29,Never Be The Same,Camila Cabello,2018-02-24
729,30,Feel It Still,Portugal. The Man,2018-02-24
730,31,Say Something,Justin Timberlake Featuring Chris Stapleton,2018-02-24
731,32,Young Dumb & Broke,Khalid,2018-02-24
732,33,Sky Walker,Miguel Featuring Travis Scott,2018-02-24
733,34,Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018-02-24
734,35,River,Eminem Featuring Ed Sheeran,2018-02-24
735,36,Marry Me,Thomas Rhett,2018-02-24
736,37,Outside Today,YoungBoy Never Broke Again,2018-02-24
737,38,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-02-24
738,39,Too Good At Goodbyes,Sam Smith,2018-02-24
739,40,Sorry Not Sorry,Demi Lovato,2018-02-24
740,41,Ric Flair Drip,Offset & Metro Boomin,2018-02-24
741,42,Gucci Gang,Lil Pump,2018-02-24
742,43,Wait,Maroon 5,2018-02-24
743,44,I Get The Bag,Gucci Mane Featuring Migos,2018-02-24
744,45,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2018-02-24
745,46,Lemon,N*E*R*D & Rihanna,2018-02-24
746,47,You Make It Easy,Jason Aldean,2018-02-24
747,48,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,2018-02-24
748,49,X,"ScHoolboy Q, 2 Chainz & Saudi",2018-02-24
749,50,Roll In Peace,Kodak Black Featuring XXXTENTACION,2018-02-24
750,51,Five More Minutes,Scotty McCreery,2018-02-24
751,52,Walk It Talk It,Migos Featuring Drake,2018-02-24
752,53,New Freezer,Rich The Kid Featuring Kendrick Lamar,2018-02-24
753,54,Good Old Days,Macklemore Featuring Kesha,2018-02-24
754,55,Written In The Sand,Old Dominion,2018-02-24
755,56,El Farsante,Ozuna & Romeo Santos,2018-02-24
756,57,Heaven,Kane Brown,2018-02-24
757,58,Narcos,Migos,2018-02-24
758,59,Broken Halos,Chris Stapleton,2018-02-24
759,60,Pick It Up,Famous Dex Featuring A$AP Rocky,2018-02-24
760,61,Dura,Daddy Yankee,2018-02-24
761,62,Plug Walk,Rich The Kid,2018-02-24
762,63,The Ways,Khalid & Swae Lee,2018-02-24
763,64,Yours,Russell Dickerson,2018-02-24
764,65,End Game,Taylor Swift Featuring Ed Sheeran & Future,2018-02-24
765,66,You Broke Up With Me,Walker Hayes,2018-02-24
766,67,Paramedic!,SOB X RBE,2018-02-24
767,68,Legends,Kelsea Ballerini,2018-02-24
768,69,Betrayed,Lil Xan,2018-02-24
769,70,Nowadays,Lil Skies Featuring Landon Cube,2018-02-24
770,71,Big Shot,Kendrick Lamar & Travis Scott,2018-02-24
771,72,Friends,Marshmello & Anne-Marie,2018-02-24
772,73,All On Me,Devin Dawson,2018-02-24
773,74,Notice Me,Migos Featuring Post Malone,2018-02-24
774,75,Whatever It Takes,Imagine Dragons,2018-02-24
775,76,For You (Fifty Shades Freed),Liam Payne & Rita Ora,2018-02-24
776,77,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",2018-02-24
777,78,No Smoke,YoungBoy Never Broke Again,2018-02-24
778,79,Echame La Culpa,Luis Fonsi & Demi Lovato,2018-02-24
779,80,Tell Me You Love Me,Demi Lovato,2018-02-24
780,81,Red Roses,Lil Skies Featuring Landon Cube,2018-02-24
781,82,Most People Are Good,Luke Bryan,2018-02-24
782,83,This Is Me,Keala Settle & The Greatest Showman Ensemble,2018-02-24
783,84,Candy Paint,Post Malone,2018-02-24
784,85,Hardaway,Derez De'Shon,2018-02-24
785,86,La Modelo,Ozuna x Cardi B,2018-02-24
786,87,One Foot,WALK THE MOON,2018-02-24
787,88,Beautiful Trauma,P!nk,2018-02-24
788,89,Singles You Up,Jordan Davis,2018-02-24
789,90,Filthy,Justin Timberlake,2018-02-24
790,91,Black Panther,Kendrick Lamar,2018-02-24
791,92,At The Club,Jacquees X Dej Loaf,2018-02-24
792,93,Codeine Dreaming,Kodak Black Featuring Lil Wayne,2018-02-24
793,94,The Long Way,Brett Eldredge,2018-02-24
794,95,Rock,Plies,2018-02-24
795,96,I Like Me Better,Lauv,2018-02-24
796,97,When We,Tank,2018-02-24
797,98,Criminal,Natti Natasha x Ozuna,2018-02-24
798,99,IDGAF,Dua Lipa,2018-02-24
799,100,Rewrite The Stars,Zac Efron & Zendaya,2018-02-24
800,1,God's Plan,Drake,2018-03-03
801,2,Perfect,Ed Sheeran,2018-03-03
802,3,Finesse,Bruno Mars & Cardi B,2018-03-03
803,4,Havana,Camila Cabello Featuring Young Thug,2018-03-03
804,5,Look Alive,BlocBoy JB Featuring Drake,2018-03-03
805,6,Rockstar,Post Malone Featuring 21 Savage,2018-03-03
806,7,All The Stars,Kendrick Lamar & SZA,2018-03-03
807,8,Meant To Be,Bebe Rexha & Florida Georgia Line,2018-03-03
808,9,Pray For Me,The Weeknd & Kendrick Lamar,2018-03-03
809,10,Stir Fry,Migos,2018-03-03
810,11,New Rules,Dua Lipa,2018-03-03
811,12,Let You Down,NF,2018-03-03
812,13,The Middle,"Zedd, Maren Morris & Grey",2018-03-03
813,14,Him & I,G-Eazy & Halsey,2018-03-03
814,15,Love.,Kendrick Lamar Featuring Zacari,2018-03-03
815,16,Thunder,Imagine Dragons,2018-03-03
816,17,Bad At Love,Halsey,2018-03-03
817,18,Mine,Bazzi,2018-03-03
818,19,I Fall Apart,Post Malone,2018-03-03
819,20,Lights Down Low,MAX Featuring gnash,2018-03-03
820,21,How Long,Charlie Puth,2018-03-03
821,22,MotorSport,"Migos, Nicki Minaj & Cardi B",2018-03-03
822,23,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-03-03
823,24,Shape Of You,Ed Sheeran,2018-03-03
824,25,Gummo,6ix9ine,2018-03-03
825,26,Bartier Cardi,Cardi B Featuring 21 Savage,2018-03-03
826,27,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2018-03-03
827,28,Never Be The Same,Camila Cabello,2018-03-03
828,29,Wolves,Selena Gomez X Marshmello,2018-03-03
829,30,Say Something,Justin Timberlake Featuring Chris Stapleton,2018-03-03
830,31,Young Dumb & Broke,Khalid,2018-03-03
831,32,Feel It Still,Portugal. The Man,2018-03-03
832,33,Bodak Yellow (Money Moves),Cardi B,2018-03-03
833,34,River,Eminem Featuring Ed Sheeran,2018-03-03
834,35,Outside Today,YoungBoy Never Broke Again,2018-03-03
835,36,Marry Me,Thomas Rhett,2018-03-03
836,37,Sky Walker,Miguel Featuring Travis Scott,2018-03-03
837,38,Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018-03-03
838,39,Wait,Maroon 5,2018-03-03
839,40,Ric Flair Drip,Offset & Metro Boomin,2018-03-03
840,41,Sorry Not Sorry,Demi Lovato,2018-03-03
841,42,You Make It Easy,Jason Aldean,2018-03-03
842,43,Love Lies,Khalid & Normani,2018-03-03
843,44,Five More Minutes,Scotty McCreery,2018-03-03
844,45,Too Good At Goodbyes,Sam Smith,2018-03-03
845,46,New Freezer,Rich The Kid Featuring Kendrick Lamar,2018-03-03
846,47,Gucci Gang,Lil Pump,2018-03-03
847,48,Lemon,N*E*R*D & Rihanna,2018-03-03
848,49,I Get The Bag,Gucci Mane Featuring Migos,2018-03-03
849,50,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,2018-03-03
850,51,Good Old Days,Macklemore Featuring Kesha,2018-03-03
851,52,Walk It Talk It,Migos Featuring Drake,2018-03-03
852,53,Broken Halos,Chris Stapleton,2018-03-03
853,54,Heaven,Kane Brown,2018-03-03
854,55,X,"ScHoolboy Q, 2 Chainz & Saudi",2018-03-03
855,56,El Farsante,Ozuna & Romeo Santos,2018-03-03
856,57,Dura,Daddy Yankee,2018-03-03
857,58,Friends,Marshmello & Anne-Marie,2018-03-03
858,59,Written In The Sand,Old Dominion,2018-03-03
859,60,Whatever It Takes,Imagine Dragons,2018-03-03
860,61,Pick It Up,Famous Dex Featuring A$AP Rocky,2018-03-03
861,62,Narcos,Migos,2018-03-03
862,63,Most People Are Good,Luke Bryan,2018-03-03
863,64,You Broke Up With Me,Walker Hayes,2018-03-03
864,65,Paramedic!,SOB X RBE,2018-03-03
865,66,Betrayed,Lil Xan,2018-03-03
866,67,Yours,Russell Dickerson,2018-03-03
867,68,The Ways,Khalid & Swae Lee,2018-03-03
868,69,Plug Walk,Rich The Kid,2018-03-03
869,70,All On Me,Devin Dawson,2018-03-03
870,71,Tell Me You Love Me,Demi Lovato,2018-03-03
871,72,La Modelo,Ozuna x Cardi B,2018-03-03
872,73,Nowadays,Lil Skies Featuring Landon Cube,2018-03-03
873,74,No Smoke,YoungBoy Never Broke Again,2018-03-03
874,75,Hardaway,Derez De'Shon,2018-03-03
875,76,Echame La Culpa,Luis Fonsi & Demi Lovato,2018-03-03
876,77,Singles You Up,Jordan Davis,2018-03-03
877,78,Red Roses,Lil Skies Featuring Landon Cube,2018-03-03
878,79,When We,Tank,2018-03-03
