index,success,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date,popularity,artist,track,country,indie,other,minutes,rap/hip-hop,rock,edm,jazz,pop
Buddy Guy: A Few Good Years,0,47.9,32.3,61.3,2.54,11,12.2,-5.997000000000001,0,4.71,83.861,25.900000000000002,2018-06-15,31,Buddy Guy,A Few Good Years,1,0,0,4.79445,0,1,0,1,0
Buddy Guy: Guilty As Charged,0,17.7,50.4,86.5,0.0895,2,34.5,-4.099,1,5.04,107.995,54.29999999999999,2018-06-15,28,Buddy Guy,Guilty As Charged,1,0,0,3.336,0,1,0,1,0
Buddy Guy: Cognac,0,22.7,31.3,70.7,0.23700000000000002,7,9.49,-4.772,1,3.63,175.158,53.7,2018-06-15,42,Buddy Guy,Cognac,1,0,0,5.371333333333333,0,1,0,1,0
Buddy Guy: The Blues Is Alive And Well,0,56.8,64.1,53.900000000000006,0.186,7,12.0,-5.69,0,2.64,95.94200000000001,69.9,2018-06-15,40,Buddy Guy,The Blues Is Alive And Well,1,0,0,5.225783333333333,0,1,0,1,0
Buddy Guy: Bad Day,0,33.8,43.8,85.1,19.2,9,37.5,-4.958,1,4.7,83.965,64.6,2018-06-15,26,Buddy Guy,Bad Day,1,0,0,3.8137833333333333,0,1,0,1,0
Buddy Guy: Blue No More,0,79.4,50.1,44.6,0.07110000000000001,7,9.78,-8.673,1,5.07,175.25099999999998,35.6,2018-06-15,32,Buddy Guy,Blue No More,1,0,0,3.654,0,1,0,1,0
Buddy Guy: Whiskey For Sale,0,5.57,68.2,50.6,3.7600000000000002,11,4.52,-8.007,0,6.05,90.988,49.4,2018-06-15,29,Buddy Guy,Whiskey For Sale,1,0,0,4.043333333333333,0,1,0,1,0
Buddy Guy: You Did The Crime,0,56.99999999999999,42.7,39.8,30.7,2,10.4,-8.365,0,3.37,148.328,35.8,2018-06-15,30,Buddy Guy,You Did The Crime,1,0,0,6.89045,0,1,0,1,0
Buddy Guy: Old Fashioned,0,14.6,42.6,88.2,25.3,7,10.2,-3.943,0,6.7299999999999995,136.506,59.20000000000001,2018-06-15,24,Buddy Guy,Old Fashioned,1,0,0,3.95355,0,1,0,1,0
Buddy Guy: When My Day Comes,0,27.0,49.9,74.4,1.78,7,59.099999999999994,-5.672000000000001,0,5.24,155.842,59.20000000000001,2018-06-15,24,Buddy Guy,When My Day Comes,1,0,0,4.6386666666666665,0,1,0,1,0
Buddy Guy: Nine Below Zero,0,12.8,30.3,76.7,3.9899999999999998,2,30.9,-4.824,1,3.3300000000000005,170.0,41.8,2018-06-15,24,Buddy Guy,Nine Below Zero,1,0,0,6.332216666666667,0,1,0,1,0
Buddy Guy: Ooh Daddy,0,17.4,57.60000000000001,84.2,14.800000000000002,5,13.100000000000001,-4.026,1,3.62,96.007,80.2,2018-06-15,24,Buddy Guy,Ooh Daddy,1,0,0,3.2893333333333334,0,1,0,1,0
Buddy Guy: Somebody Up There,0,15.1,46.2,75.3,0.29,11,20.3,-4.448,0,5.1499999999999995,104.85799999999999,58.099999999999994,2018-06-15,24,Buddy Guy,Somebody Up There,1,0,0,4.465116666666667,0,1,0,1,0
Buddy Guy: End Of The Line,0,24.9,42.8,62.9,0.014899999999999998,4,6.13,-4.185,0,4.05,144.259,43.2,2018-06-15,23,Buddy Guy,End Of The Line,1,0,0,3.4217833333333334,0,1,0,1,0
Buddy Guy: Milking Muther For Ya,0,91.5,61.3,30.4,0.0,9,11.8,-11.796,1,67.3,146.291,15.9,2018-06-15,21,Buddy Guy,Milking Muther For Ya,1,0,0,0.95045,0,1,0,1,0
Christina Aguilera: Liberation,0,55.50000000000001,24.1,27.1,43.0,8,11.4,-16.271,0,3.63,60.018,4.4,2018-06-15,39,Christina Aguilera,Liberation,0,0,0,1.78955,0,0,0,0,1
Christina Aguilera: Searching For Maria,0,86.3,50.0,6.7,0.0,3,13.200000000000001,-17.953,0,22.6,106.227,33.4,2018-06-15,3,Christina Aguilera,Searching For Maria,0,0,0,0.4171166666666667,0,0,0,0,1
Christina Aguilera: Maria,0,2.69,45.3,73.8,0.00020099999999999998,1,15.9,-5.045,0,8.8,148.195,8.64,2018-06-15,44,Christina Aguilera,Maria,0,0,0,4.5793333333333335,0,0,0,0,1
Christina Aguilera: Sick Of Sittin',0,40.6,47.2,97.7,0.0159,11,98.6,-2.4090000000000003,0,41.9,169.953,66.0,2018-06-15,38,Christina Aguilera,Sick Of Sittin',0,0,0,4.008883333333333,0,0,0,0,1
Christina Aguilera: Dreamers,0,87.2,78.6,17.9,0.0,7,59.0,-15.714,1,70.2,101.917,76.2,2018-06-15,42,Christina Aguilera,Dreamers,0,0,0,0.6146666666666667,0,0,0,0,1
Christina Aguilera: Fall In Line (feat. Demi Lovato),0,20.9,39.0,63.1,0.0,9,27.699999999999996,-4.7010000000000005,0,7.6899999999999995,123.042,19.7,2018-06-15,55,Christina Aguilera,Fall In Line (feat. Demi Lovato),0,0,0,4.1424,0,0,0,0,1
Christina Aguilera: Right Moves (feat. Keida & Shenseea),0,11.8,85.5,52.2,0.0,7,54.79999999999999,-6.662999999999999,1,16.1,140.003,47.3,2018-06-15,40,Christina Aguilera,Right Moves (feat. Keida & Shenseea),0,0,0,3.800666666666667,0,0,0,0,1
Christina Aguilera: Like I Do (feat. GoldLink),0,27.0,82.9,57.49999999999999,0.0,1,8.959999999999999,-4.802,1,32.6,105.932,26.8,2018-06-15,44,Christina Aguilera,Like I Do (feat. GoldLink),0,0,0,4.82245,0,0,0,0,1
Christina Aguilera: Deserve,0,33.1,45.0,38.9,0.0,7,15.7,-5.1739999999999995,1,3.1,98.949,12.0,2018-06-15,43,Christina Aguilera,Deserve,0,0,0,4.394666666666667,0,0,0,0,1
Christina Aguilera: Twice,0,91.9,58.8,31.3,0.0,6,8.450000000000001,-5.496,0,4.3,74.947,31.8,2018-06-15,45,Christina Aguilera,Twice,0,0,0,4.039283333333334,0,0,0,0,1
Christina Aguilera: I Don't Need It Anymore (Interlude),0,77.5,33.0,29.299999999999997,0.0,11,24.6,-9.812000000000001,0,42.8,198.627,35.5,2018-06-15,35,Christina Aguilera,I Don't Need It Anymore (Interlude),0,0,0,0.90955,0,0,0,0,1
Christina Aguilera: Accelerate,0,37.1,79.9,62.9,0.00020099999999999998,0,15.0,-5.638,0,14.000000000000002,128.041,29.299999999999997,2018-06-15,46,Christina Aguilera,Accelerate,0,0,0,4.051033333333334,0,0,0,0,1
Christina Aguilera: Pipe (feat. XNDA),0,63.0,73.5,57.60000000000001,0.0023899999999999998,4,7.7,-6.136,0,40.0,180.03599999999997,53.2,2018-06-15,41,Christina Aguilera,Pipe (feat. XNDA),0,0,0,4.088216666666667,0,0,0,0,1
Christina Aguilera: Masochist,0,41.5,67.1,33.5,1.6,7,15.6,-7.707000000000001,1,8.18,90.916,23.0,2018-06-15,40,Christina Aguilera,Masochist,0,0,0,3.5037833333333332,0,0,0,0,1
Christina Aguilera: Unless It's With You,0,57.8,58.8,49.7,0.0,2,10.8,-5.312,1,3.9699999999999998,99.071,23.8,2018-06-15,51,Christina Aguilera,Unless It's With You,0,0,0,4.284216666666667,0,0,0,0,1
Gin Blossoms: Break,0,6.36,51.9,77.7,0.0026300000000000004,9,25.7,-3.491,1,2.62,86.09899999999999,63.7,2018-06-15,25,Gin Blossoms,Break,0,0,0,4.00045,0,1,0,0,1
Gin Blossoms: Face the Dark,0,1.0,59.699999999999996,90.0,0.00025100000000000003,4,14.099999999999998,-4.36,0,2.77,144.999,88.0,2018-06-15,25,Gin Blossoms,Face the Dark,0,0,0,4.158,0,1,0,0,1
Gin Blossoms: New Mexico Trouble,0,7.13,52.400000000000006,96.4,9.81,4,7.670000000000001,-4.043,0,4.9799999999999995,146.017,58.4,2018-06-15,26,Gin Blossoms,New Mexico Trouble,0,0,0,4.384216666666667,0,1,0,0,1
Gin Blossoms: Angels Fly,0,2.86,53.79999999999999,84.8,0.00953,11,11.3,-3.531,1,5.19,123.036,51.4,2018-06-15,19,Gin Blossoms,Angels Fly,0,0,0,3.8588833333333334,0,1,0,0,1
Gin Blossoms: Here Again,0,0.045899999999999996,46.3,87.5,0.000408,4,21.3,-3.7060000000000004,1,6.660000000000001,136.095,45.9,2018-06-15,25,Gin Blossoms,Here Again,0,0,0,4.024216666666667,0,1,0,0,1
Gin Blossoms: Still Some Room in Heaven,0,7.07,48.3,88.5,0.00946,4,33.4,-3.693,1,3.05,150.011,90.8,2018-06-15,17,Gin Blossoms,Still Some Room in Heaven,0,0,0,2.9748833333333335,0,1,0,0,1
Gin Blossoms: Miranda Chicago,0,4.24,57.8,88.3,0.000591,7,25.0,-4.394,1,3.44,147.963,84.6,2018-06-15,18,Gin Blossoms,Miranda Chicago,0,0,0,3.87445,0,1,0,0,1
Gin Blossoms: Girl on the Side,0,3.02,63.2,67.2,0.0,4,17.1,-5.466,1,2.6,108.07700000000001,53.400000000000006,2018-06-15,27,Gin Blossoms,Girl on the Side,0,0,0,4.046,0,1,0,0,1
Gin Blossoms: Fortunate Street,0,1.43,45.8,84.9,0.0449,9,7.22,-3.883,1,3.71,136.915,52.900000000000006,2018-06-15,17,Gin Blossoms,Fortunate Street,0,0,0,3.76555,0,1,0,0,1
Gin Blossoms: Wonder,0,11.0,29.100000000000005,62.4,0.000498,0,18.5,-4.794,1,2.6,170.706,14.7,2018-06-15,20,Gin Blossoms,Wonder,0,0,0,3.9417833333333334,0,1,0,0,1
Gin Blossoms: Shadow,0,2.4699999999999998,46.0,95.2,0.0433,4,7.89,-3.2889999999999997,1,5.89,144.102,52.800000000000004,2018-06-15,13,Gin Blossoms,Shadow,0,0,0,3.688,0,1,0,0,1
Gin Blossoms: Forever Is This Night,0,10.3,55.2,94.3,0.000601,4,23.6,-2.506,1,3.6900000000000004,107.089,73.7,2018-06-15,20,Gin Blossoms,Forever Is This Night,0,0,0,3.21555,0,1,0,0,1
Gin Blossoms: The JFK Shit Show,0,56.00000000000001,71.9,71.7,0.000445,5,7.670000000000001,-11.458,1,28.9,88.389,52.2,2018-06-15,11,Gin Blossoms,The JFK Shit Show,0,0,0,0.5082166666666666,0,1,0,0,1
Gin Blossoms: The Devil's Daughter,0,8.15,54.400000000000006,92.6,0.000177,7,24.8,-3.813,1,5.13,151.905,82.5,2018-06-15,18,Gin Blossoms,The Devil's Daughter,0,0,0,2.3928833333333333,0,1,0,0,1
Gin Blossoms: Mega Pawn King,0,0.8829999999999999,57.70000000000001,83.4,0.0,2,26.3,-4.58,1,3.01,122.118,62.9,2018-06-15,18,Gin Blossoms,Mega Pawn King,0,0,0,4.828666666666667,0,1,0,0,1
Jay Rock: The Bloodiest,0,7.57,63.5,65.2,0.00335,0,33.7,-4.303,0,12.7,147.955,32.2,2018-06-15,49,Jay Rock,The Bloodiest,0,0,0,3.0568833333333334,1,0,0,0,0
Jay Rock: For What It's Worth,0,42.6,80.5,53.7,0.00038700000000000003,0,21.8,-7.215,1,43.1,144.045,53.5,2018-06-15,48,Jay Rock,For What It's Worth,0,0,0,3.112,1,0,0,0,0
Jay Rock: Knock It Off,0,35.5,92.5,45.5,0.00345,6,11.5,-7.525,1,12.5,132.991,88.5,2018-06-15,48,Jay Rock,Knock It Off,0,0,0,3.185783333333333,1,0,0,0,0
Jay Rock: ES Tales,0,18.8,69.7,78.3,0.0,10,12.7,-5.932,0,40.8,81.013,53.7,2018-06-15,47,Jay Rock,ES Tales,0,0,0,3.513333333333333,1,0,0,0,0
Jay Rock: Rotation 112th,0,6.140000000000001,74.2,71.1,0.623,10,12.4,-4.658,1,23.7,175.903,29.4,2018-06-15,48,Jay Rock,Rotation 112th,0,0,0,3.537333333333333,1,0,0,0,0
Jay Rock: Tap Out (feat. Jeremih),0,10.5,67.6,62.0,0.0,5,21.1,-6.343,0,5.62,100.06,60.699999999999996,2018-06-15,65,Jay Rock,Tap Out (feat. Jeremih),0,0,0,3.332666666666667,1,0,0,0,0
Jay Rock: OSOM (feat. J. Cole),0,40.6,74.9,67.4,0.0,8,29.600000000000005,-6.756,0,22.9,124.917,39.6,2018-06-15,60,Jay Rock,OSOM (feat. J. Cole),0,0,0,5.3853333333333335,1,0,0,0,0
Jay Rock: King's Dead (feat. Future),0,0.22100000000000003,83.5,79.8,0.000199,10,10.7,-4.0760000000000005,0,23.0,82.025,52.0,2018-06-15,45,Jay Rock,King's Dead (feat. Future),0,0,0,2.6882166666666665,1,0,0,0,0
Jay Rock: Troopers,0,22.9,80.0,48.8,0.00022400000000000002,1,12.0,-8.611,0,24.4,135.049,45.9,2018-06-15,45,Jay Rock,Troopers,0,0,0,3.3853333333333335,1,0,0,0,0
Jay Rock: Broke +-,0,23.4,65.4,78.0,0.0,2,12.8,-8.76,0,52.0,140.1,30.9,2018-06-15,42,Jay Rock,Broke +-,0,0,0,2.901116666666667,1,0,0,0,0
Jay Rock: Wow Freestyle (feat. Kendrick Lamar),0,3.55,78.2,63.3,0.0,8,6.15,-4.644,1,34.1,150.055,74.9,2018-06-15,66,Jay Rock,Wow Freestyle (feat. Kendrick Lamar),0,0,0,2.9202166666666667,1,0,0,0,0
Jay Rock: Redemption (feat. SZA),0,9.07,65.9,83.0,0.0,6,13.3,-5.287999999999999,1,28.6,144.017,33.2,2018-06-15,51,Jay Rock,Redemption (feat. SZA),0,0,0,3.526883333333333,1,0,0,0,0
Jay Rock: WIN,0,1.52,87.9,59.5,0.0,1,39.1,-2.9360000000000004,1,8.89,125.994,35.5,2018-06-15,67,Jay Rock,WIN,0,0,0,3.5871166666666667,1,0,0,0,0
Jay Rock: Shit Real (feat. Tee Grizzley),0,28.000000000000004,83.9,67.8,0.00205,8,11.8,-6.865,0,14.800000000000002,104.02,30.3,2018-06-15,54,Jay Rock,Shit Real (feat. Tee Grizzley),0,0,0,2.338983333333333,1,0,0,0,0
Jay Rock: The Other Side (feat. Mozzy & DCMBR),0,12.9,55.50000000000001,59.20000000000001,0.0,6,10.3,-6.832999999999999,1,33.3,92.196,66.3,2018-06-15,51,Jay Rock,The Other Side (feat. Mozzy & DCMBR),0,0,0,3.8768833333333332,1,0,0,0,0
Jess & Matt: The Times They Are A-Changin',0,19.5,34.4,62.0,0.0,9,27.800000000000004,-5.3660000000000005,1,3.46,163.873,38.7,2018-06-15,6,Jess & Matt,The Times They Are A-Changin',0,0,0,3.83555,0,0,0,0,1
Jess & Matt: The Boxer,0,17.5,47.4,54.2,0.0,2,13.5,-7.428,1,2.98,92.0,26.6,2018-06-15,6,Jess & Matt,The Boxer,0,0,0,3.9897833333333335,0,0,0,0,1
Jess & Matt: Blowin' in the Wind,0,27.200000000000003,60.699999999999996,63.6,0.0,2,15.299999999999999,-7.612,1,2.5700000000000003,89.995,51.9,2018-06-15,5,Jess & Matt,Blowin' in the Wind,0,0,0,2.91445,0,0,0,0,1
Jess & Matt: Mrs. Robinson,0,18.8,59.9,76.9,0.0017800000000000003,1,8.790000000000001,-8.552999999999999,0,6.05,91.03,52.300000000000004,2018-06-15,6,Jess & Matt,Mrs. Robinson,0,0,0,3.8968833333333333,0,0,0,0,1
Jess & Matt: The Sound of Silence,0,24.4,46.6,70.6,0.00021,6,9.46,-4.79,1,2.83,105.96700000000001,25.8,2018-06-15,11,Jess & Matt,The Sound of Silence,0,0,0,3.19245,0,0,0,0,1
"Jess & Matt: Don't Think Twice, It's All Right",0,46.3,47.1,46.1,0.0,2,12.4,-7.711,1,2.74,96.492,33.4,2018-06-15,5,Jess & Matt,"Don't Think Twice, It's All Right",0,0,0,3.702,0,0,0,0,1
Jess & Matt: Scarborough Fair,0,97.6,49.8,27.3,0.00692,11,11.8,-10.974,1,2.98,128.822,32.8,2018-06-15,5,Jess & Matt,Scarborough Fair,0,0,0,3.2628833333333334,0,0,0,0,1
Jess & Matt: Leaving On a Jet Plane,0,13.0,40.1,54.7,0.0,11,10.5,-8.998,1,4.17,128.933,41.1,2018-06-15,8,Jess & Matt,Leaving On a Jet Plane,0,0,0,3.6206666666666667,0,0,0,0,1
Jess & Matt: The House of the Rising Sun,0,81.8,34.5,34.8,0.0,2,12.6,-11.095999999999998,1,4.91,63.381,25.900000000000002,2018-06-15,5,Jess & Matt,The House of the Rising Sun,0,0,0,3.2946666666666666,0,0,0,0,1
Jess & Matt: Like a Rolling Stone,0,1.91,48.3,88.1,0.000122,0,11.0,-4.662,1,3.19,96.98100000000001,52.400000000000006,2018-06-15,5,Jess & Matt,Like a Rolling Stone,0,0,0,4.72045,0,0,0,0,1
Jess & Matt: Both Sides Now,0,80.3,30.2,29.7,0.0,6,13.600000000000001,-9.75,1,3.8899999999999997,202.66099999999997,24.8,2018-06-15,5,Jess & Matt,Both Sides Now,0,0,0,3.8251166666666667,0,0,0,0,1
Jess & Matt: If I Had a Hammer,0,22.2,56.10000000000001,68.2,0.0,9,10.8,-6.16,1,7.24,92.155,81.8,2018-06-15,4,Jess & Matt,If I Had a Hammer,0,0,0,2.1522166666666664,0,0,0,0,1
Jess & Matt: The Times They Are A-Changin' (Reprise),0,87.5,41.0,22.8,0.0,9,57.10000000000001,-14.049000000000001,1,6.94,191.408,16.0,2018-06-15,3,Jess & Matt,The Times They Are A-Changin' (Reprise),0,0,0,0.5617833333333333,0,0,0,0,1
Johnny Marr: Rise,0,0.0332,46.9,86.6,0.0357,7,14.899999999999999,-5.106,0,3.71,109.696,32.7,2018-06-15,32,Johnny Marr,Rise,0,0,0,5.06215,0,0,0,0,1
Johnny Marr: The Tracers,0,0.00898,37.4,93.3,85.2,1,20.4,-5.791,0,6.93,139.92600000000002,33.7,2018-06-15,33,Johnny Marr,The Tracers,0,0,0,4.595033333333333,0,0,0,0,1
Johnny Marr: Hey Angel,0,0.00039600000000000003,38.2,90.9,57.10000000000001,7,15.8,-4.185,0,5.01,120.501,24.7,2018-06-15,30,Johnny Marr,Hey Angel,0,0,0,5.619483333333333,0,0,0,0,1
Johnny Marr: Hi Hello,0,0.000287,36.2,85.5,0.0216,4,10.1,-3.968,0,3.62,117.666,44.4,2018-06-15,43,Johnny Marr,Hi Hello,0,0,0,4.3846,0,0,0,0,1
Johnny Marr: New Dominions,0,0.42,61.3,71.4,36.3,2,6.08,-8.573,1,4.15,157.013,48.2,2018-06-15,28,Johnny Marr,New Dominions,0,0,0,4.40415,0,0,0,0,1
Johnny Marr: Day In Day Out,0,0.00487,35.6,79.4,0.0196,6,36.5,-5.6,0,3.93,154.856,33.2,2018-06-15,33,Johnny Marr,Day In Day Out,0,0,0,4.719266666666667,0,0,0,0,1
Johnny Marr: Walk Into The Sea,0,0.044500000000000005,27.1,77.3,38.5,11,8.32,-5.7589999999999995,0,4.42,101.448,7.75,2018-06-15,31,Johnny Marr,Walk Into The Sea,0,0,0,6.041483333333334,0,0,0,0,1
Johnny Marr: Bug,0,0.08990000000000001,55.3,88.0,0.0,6,29.600000000000005,-4.316,0,3.73,115.96799999999999,81.2,2018-06-15,27,Johnny Marr,Bug,0,0,0,4.66615,0,0,0,0,1
Johnny Marr: Actor Attractor,0,0.41000000000000003,52.400000000000006,87.7,24.3,2,9.09,-6.272,1,3.42,132.02,49.6,2018-06-15,26,Johnny Marr,Actor Attractor,0,0,0,5.613933333333334,0,0,0,0,1
Johnny Marr: Spiral Cities,0,0.000664,41.6,79.2,0.0442,6,11.7,-5.058,0,3.47,106.762,35.7,2018-06-15,34,Johnny Marr,Spiral Cities,0,0,0,4.132366666666667,0,0,0,0,1
Johnny Marr: My Eternal,0,0.00142,34.4,79.9,0.142,0,17.3,-3.986,1,3.2,166.986,26.899999999999995,2018-06-15,26,Johnny Marr,My Eternal,0,0,0,3.2752666666666665,0,0,0,0,1
Johnny Marr: A Different Gun,0,0.04769999999999999,41.2,85.9,0.0197,2,8.5,-5.335,1,3.95,114.037,18.0,2018-06-15,26,Johnny Marr,A Different Gun,0,0,0,5.439266666666667,0,0,0,0,1
Mike Shinoda: Place to Start,0,89.2,43.1,20.5,0.00281,11,39.1,-14.08,0,37.9,207.57299999999998,32.6,2019-02-22,39,Mike Shinoda,Place to Start,0,0,0,2.2245666666666666,1,0,0,0,0
Mike Shinoda: Over Again,0,5.92,58.599999999999994,76.6,0.030699999999999998,0,12.6,-7.492000000000001,0,6.94,145.064,12.6,2019-02-22,49,Mike Shinoda,Over Again,0,0,0,3.8422833333333335,1,0,0,0,0
Mike Shinoda: Watching as I Fall,0,1.16,52.2,85.6,0.0,1,26.3,-5.968999999999999,1,7.6899999999999995,80.027,68.6,2019-02-22,48,Mike Shinoda,Watching as I Fall,0,0,0,3.519066666666667,1,0,0,0,0
Mike Shinoda: Nothing Makes Sense Anymore,0,56.49999999999999,41.6,37.3,53.29999999999999,7,11.1,-9.635,1,2.8,79.985,8.23,2019-02-22,40,Mike Shinoda,Nothing Makes Sense Anymore,0,0,0,3.5654333333333335,1,0,0,0,0
Mike Shinoda: About You (feat. blackbear),0,62.6,64.9,56.39999999999999,0.0014099999999999998,0,14.2,-6.85,0,10.1,135.738,55.50000000000001,2019-02-22,49,Mike Shinoda,About You (feat. blackbear),0,0,0,3.436366666666667,1,0,0,0,0
Mike Shinoda: Brooding - Instrumental,0,47.4,37.3,49.8,93.7,9,65.9,-11.469000000000001,0,3.92,139.804,3.4000000000000004,2019-02-22,37,Mike Shinoda,Brooding - Instrumental,0,0,0,2.52755,1,0,0,0,0
Mike Shinoda: Promises I Can't Keep,0,0.76,61.7,64.8,0.0016899999999999997,7,4.05,-7.593,1,3.01,135.02,46.7,2019-02-22,40,Mike Shinoda,Promises I Can't Keep,0,0,0,3.3753333333333333,1,0,0,0,0
Mike Shinoda: Crossing A Line,0,4.569999999999999,71.2,66.0,0.029300000000000003,1,8.4,-8.797,1,5.1,136.592,39.9,2019-02-22,41,Mike Shinoda,Crossing A Line,0,0,0,4.0475666666666665,1,0,0,0,0
Mike Shinoda: Hold It Together,0,14.000000000000002,65.7,76.5,0.005320000000000001,7,26.8,-5.403,0,4.44,100.045,59.4,2019-02-22,46,Mike Shinoda,Hold It Together,0,0,0,3.4188833333333335,1,0,0,0,0
Mike Shinoda: Ghosts,0,1.34,67.9,83.4,0.29100000000000004,7,19.4,-5.984,1,7.380000000000001,103.053,38.8,2019-02-22,40,Mike Shinoda,Ghosts,0,0,0,2.90955,1,0,0,0,0
Mike Shinoda: Make It Up As I Go (feat. K.Flay),0,12.6,53.79999999999999,72.8,2.21,1,16.1,-7.21,0,29.299999999999997,188.003,57.60000000000001,2019-02-22,53,Mike Shinoda,Make It Up As I Go (feat. K.Flay),0,0,0,3.4951166666666666,1,0,0,0,0
Mike Shinoda: Lift Off (feat. Chino Moreno and Machine Gun Kelly),0,40.9,48.9,72.4,0.00103,10,10.4,-8.793,1,20.4,85.346,20.3,2019-02-22,48,Mike Shinoda,Lift Off (feat. Chino Moreno and Machine Gun Kelly),0,0,0,4.00355,1,0,0,0,0
Mike Shinoda: I.O.U.,0,46.1,58.5,61.0,0.051399999999999994,3,21.3,-7.354,0,40.7,179.35,33.8,2019-02-22,37,Mike Shinoda,I.O.U.,0,0,0,2.71445,1,0,0,0,0
Mike Shinoda: Running From My Shadow (feat. grandson),0,1.82,76.1,71.9,0.00026199999999999997,1,13.3,-7.026,0,5.3100000000000005,122.008,63.6,2019-02-22,39,Mike Shinoda,Running From My Shadow (feat. grandson),0,0,0,3.411783333333333,1,0,0,0,0
Mike Shinoda: World's On Fire,0,1.7000000000000002,72.1,56.8,0.0,2,7.86,-7.809,1,3.63,129.002,29.799999999999997,2019-02-22,42,Mike Shinoda,World's On Fire,0,0,0,3.259333333333333,1,0,0,0,0
Mike Shinoda: Can't Hear You Now,0,1.54,70.5,56.39999999999999,0.0,7,8.9,-7.473,0,3.44,99.073,30.5,2019-02-22,48,Mike Shinoda,Can't Hear You Now,0,0,0,3.46,1,0,0,0,0
Mike Shinoda: Prove You Wrong,0,23.1,52.900000000000006,64.2,0.0,1,11.1,-5.648,0,11.6,200.215,35.4,2019-02-22,46,Mike Shinoda,Prove You Wrong,0,0,0,3.5941666666666667,1,0,0,0,0
Mike Shinoda: What The Words Meant,0,11.4,35.4,80.1,0.00234,9,15.299999999999999,-5.71,0,9.69,128.97,29.600000000000005,2019-02-22,41,Mike Shinoda,What The Words Meant,0,0,0,3.5574166666666667,1,0,0,0,0
Nas: Not For Radio,0,6.710000000000001,49.4,80.2,0.0,4,17.6,-5.08,0,41.2,96.70299999999999,45.3,2018-06-15,50,Nas,Not For Radio,0,0,0,3.37525,1,0,0,0,0
Nas: Cops Shot The Kid,0,2.64,44.2,71.0,0.0,7,61.8,-5.142,1,68.4,205.11599999999999,50.8,2018-06-15,51,Nas,Cops Shot The Kid,0,0,0,2.7984666666666667,1,0,0,0,0
Nas: White Label,0,47.5,56.49999999999999,71.7,0.0,11,19.3,-4.455,0,33.1,75.505,34.1,2018-06-15,48,Nas,White Label,0,0,0,2.9671166666666666,1,0,0,0,0
Nas: Bonjour,0,15.299999999999999,64.7,85.6,0.0,5,26.200000000000003,-4.4510000000000005,1,26.6,143.953,63.7,2018-06-15,47,Nas,Bonjour,0,0,0,3.35935,1,0,0,0,0
Nas: everything,0,47.4,56.89999999999999,54.1,0.0,9,25.4,-6.0360000000000005,1,38.1,82.42299999999999,20.6,2018-06-15,50,Nas,everything,0,0,0,7.541733333333333,1,0,0,0,0
Nas: Adam and Eve,0,4.53,62.4,80.3,0.0,9,31.8,-5.107,0,21.8,92.40100000000001,17.2,2018-06-15,57,Nas,Adam and Eve,0,0,0,4.179333333333333,1,0,0,0,0
Nas: Simple Things,0,9.16,62.6,66.7,0.0,2,22.0,-5.882000000000001,0,23.3,77.99600000000001,28.499999999999996,2018-06-15,47,Nas,Simple Things,0,0,0,2.3286333333333333,1,0,0,0,0
Rico Nasty: Bitch I'm Nasty,0,1.5699999999999998,95.3,63.6,0.0,1,10.5,-6.318,1,25.5,127.01100000000001,34.2,2018-06-15,54,Rico Nasty,Bitch I'm Nasty,0,0,0,1.52925,1,0,0,0,0
Rico Nasty: Countin' Up,0,2.07,89.1,85.1,0.0,1,2.2399999999999998,-4.803999999999999,1,20.3,95.98700000000001,75.7,2018-06-15,56,Rico Nasty,Countin' Up,0,0,0,2.5,1,0,0,0,0
Rico Nasty: Trust Issues,0,2.15,92.9,62.1,0.0,1,9.69,-4.5,1,39.1,136.154,16.5,2018-06-15,47,Rico Nasty,Trust Issues,0,0,0,3.2941166666666666,1,0,0,0,0
Rico Nasty: In The Air (feat. BlocBoy JB),0,20.7,84.4,93.1,0.0,11,11.9,-2.01,0,23.9,139.924,84.9,2018-06-15,39,Rico Nasty,In The Air (feat. BlocBoy JB),0,0,0,2.9734166666666666,1,0,0,0,0
Rico Nasty: Pressing Me,0,0.365,93.6,52.300000000000004,0.0,1,10.5,-6.39,1,26.899999999999995,130.014,27.800000000000004,2018-06-15,44,Rico Nasty,Pressing Me,0,0,0,2.7106,1,0,0,0,0
Rico Nasty: Ice Cream,0,2.3800000000000003,85.8,81.6,0.0010199999999999999,2,21.2,-4.795,1,28.499999999999996,162.138,54.0,2018-06-15,44,Rico Nasty,Ice Cream,0,0,0,2.172833333333333,1,0,0,0,0
Rico Nasty: Oreo,0,10.2,85.7,86.1,0.0,0,7.22,-3.378,1,36.4,140.035,72.1,2018-06-15,39,Rico Nasty,Oreo,0,0,0,2.9168666666666665,1,0,0,0,0
Rico Nasty: Hockey,0,2.69,73.4,82.6,0.0,10,28.7,-4.263999999999999,1,38.7,160.043,66.7,2018-06-15,39,Rico Nasty,Hockey,0,0,0,2.5519833333333333,1,0,0,0,0
Rico Nasty: Won't Change,0,1.97,87.5,70.1,0.0,1,9.34,-3.753,0,28.199999999999996,162.00799999999998,55.7,2018-06-15,37,Rico Nasty,Won't Change,0,0,0,2.518883333333333,1,0,0,0,0
