,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri,index,matches
3968,Be Cool,Embody,0.206,0.73,0.849,8.53e-06,1,0.0773,-3.263,1,0.0507,98.014,0.653,209920,2018-07-06,51RtdCbXnBFGz1gvQIj9cA,0e7jcv95x5MTycydtfg6wv,51RtdCbXnBFGz1gvQIj9cA,58,https://api.spotify.com/v1/audio-analysis/51RtdCbXnBFGz1gvQIj9cA,4,https://api.spotify.com/v1/tracks/51RtdCbXnBFGz1gvQIj9cA,audio_features,spotify:track:51RtdCbXnBFGz1gvQIj9cA,Be Cool Embody,Meant To Be Bebe Rexha & Florida Georgia Line
3969,Steer Clear,Upchurch,0.0195,0.809,0.661,0.0,2,0.457,-7.142,1,0.105,114.986,0.392,171575,2018-12-21,3yp9bZjCLb8E8Lqi01Sxz4,2pSObt5Fk8izuX8ZfI3jRn,3yp9bZjCLb8E8Lqi01Sxz4,50,https://api.spotify.com/v1/audio-analysis/3yp9bZjCLb8E8Lqi01Sxz4,4,https://api.spotify.com/v1/tracks/3yp9bZjCLb8E8Lqi01Sxz4,audio_features,spotify:track:3yp9bZjCLb8E8Lqi01Sxz4,Steer Clear Upchurch,
3970,Show & Tell,Said the Sky,0.235,0.667,0.86,0.0,1,0.135,-3.74,1,0.0527,150.114,0.461,185600,2018-07-20,2uoWHninMACac1KBFn8rXQ,4LZ4De2MoO3lP6QaNCfvcu,2uoWHninMACac1KBFn8rXQ,52,https://api.spotify.com/v1/audio-analysis/2uoWHninMACac1KBFn8rXQ,4,https://api.spotify.com/v1/tracks/2uoWHninMACac1KBFn8rXQ,audio_features,spotify:track:2uoWHninMACac1KBFn8rXQ,Show & Tell Said the Sky,I Get The Bag Gucci Mane Featuring Migos
3971,Hold On,The Internet,0.849,0.7,0.414,0.0606,0,0.107,-10.864,1,0.0373,60.479,0.444,406467,2018-07-20,5tqZJUHEuqdN12RZVq2l9p,7GN9PivdemQRKjDt4z5Zv8,5tqZJUHEuqdN12RZVq2l9p,54,https://api.spotify.com/v1/audio-analysis/5tqZJUHEuqdN12RZVq2l9p,4,https://api.spotify.com/v1/tracks/5tqZJUHEuqdN12RZVq2l9p,audio_features,spotify:track:5tqZJUHEuqdN12RZVq2l9p,Hold On The Internet,I Get The Bag Gucci Mane Featuring Migos
3972,Golden Embers,Mandolin Orange,0.867,0.651,0.168,0.00426,2,0.113,-16.335,1,0.0315,119.028,0.324,285787,2018-11-06,7HdyKsr1RXenJRtMKcyQ3K,675tsBPpaZtqyiBwEf3ZEP,7HdyKsr1RXenJRtMKcyQ3K,54,https://api.spotify.com/v1/audio-analysis/7HdyKsr1RXenJRtMKcyQ3K,4,https://api.spotify.com/v1/tracks/7HdyKsr1RXenJRtMKcyQ3K,audio_features,spotify:track:7HdyKsr1RXenJRtMKcyQ3K,Golden Embers Mandolin Orange,
3973,See You Try,Craig Campbell,0.123,0.558,0.785,0.0,4,0.413,-5.417,1,0.0843,164.015,0.599,182240,2018-06-08,0bKKMEIGlIgOYhQtyEiYli,7tkwiWhGKSuQV8LwPWceWN,0bKKMEIGlIgOYhQtyEiYli,51,https://api.spotify.com/v1/audio-analysis/0bKKMEIGlIgOYhQtyEiYli,4,https://api.spotify.com/v1/tracks/0bKKMEIGlIgOYhQtyEiYli,audio_features,spotify:track:0bKKMEIGlIgOYhQtyEiYli,See You Try Craig Campbell,All I Want For Christmas Is You Mariah Carey
3974,Boy,ODESZA,0.00327,0.511,0.687,0.522,0,0.0655,-6.265,1,0.0899,140.014,0.143,183680,2018-11-30,1i057qqlr4hjEt6lQvvoLl,21mKp7DqtSNHhCAU2ugvUw,1i057qqlr4hjEt6lQvvoLl,52,https://api.spotify.com/v1/audio-analysis/1i057qqlr4hjEt6lQvvoLl,4,https://api.spotify.com/v1/tracks/1i057qqlr4hjEt6lQvvoLl,audio_features,spotify:track:1i057qqlr4hjEt6lQvvoLl,Boy ODESZA,Sick Boy The Chainsmokers
3975,In This Moment,Gavin Luke,0.974,0.2,0.0132,0.868,0,0.119,-25.88,0,0.0352,62.372,0.123,166828,2018-08-10,2qz4vG6T2PYAYP5YU9dULG,2bqAlaRiT91dCQ7KMGnP8i,2qz4vG6T2PYAYP5YU9dULG,57,https://api.spotify.com/v1/audio-analysis/2qz4vG6T2PYAYP5YU9dULG,3,https://api.spotify.com/v1/tracks/2qz4vG6T2PYAYP5YU9dULG,audio_features,spotify:track:2qz4vG6T2PYAYP5YU9dULG,In This Moment Gavin Luke,Roll In Peace Kodak Black Featuring XXXTENTACION
3976,"Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix",Damian Marley,0.0223,0.813,0.585,0.0,10,0.21,-6.856,0,0.266,84.995,0.847,245147,2018-04-20,2w6xoVr8vUn3j5cI9NusBM,3QJzdZJYIAcoET1GcfpNGi,2w6xoVr8vUn3j5cI9NusBM,58,https://api.spotify.com/v1/audio-analysis/2w6xoVr8vUn3j5cI9NusBM,4,https://api.spotify.com/v1/tracks/2w6xoVr8vUn3j5cI9NusBM,audio_features,spotify:track:2w6xoVr8vUn3j5cI9NusBM,"Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix Damian Marley",Psycho Post Malone Featuring Ty Dolla $ign
3977,Why Did You Do That?,Lady Gaga,0.0304,0.792,0.548,9.94e-06,11,0.339,-5.484,0,0.0582,116.008,0.445,184960,2018-10-05,2FoSFSX2W1p8ri1Wj1Wavn,1HY2Jd0NmPuamShAr6KMms,2FoSFSX2W1p8ri1Wj1Wavn,59,https://api.spotify.com/v1/audio-analysis/2FoSFSX2W1p8ri1Wj1Wavn,4,https://api.spotify.com/v1/tracks/2FoSFSX2W1p8ri1Wj1Wavn,audio_features,spotify:track:2FoSFSX2W1p8ri1Wj1Wavn,Why Did You Do That? Lady Gaga,Let You Down NF
3978,RACKS BLUE,Future,0.233,0.868,0.548,2.67e-06,1,0.181,-7.864,1,0.171,139.999,0.557,204311,2018-07-06,4lc61NBCDzy2srBHDQeTfN,1RyvyyTE3xzB2ZywiAwp0i,4lc61NBCDzy2srBHDQeTfN,51,https://api.spotify.com/v1/audio-analysis/4lc61NBCDzy2srBHDQeTfN,4,https://api.spotify.com/v1/tracks/4lc61NBCDzy2srBHDQeTfN,audio_features,spotify:track:4lc61NBCDzy2srBHDQeTfN,RACKS BLUE Future,Racks Blue Future
3979,Frio,Mike Stud,0.295,0.738,0.541,2.25e-05,11,0.126,-4.985,0,0.214,90.087,0.394,178887,2018-11-12,4z4OzUPgnHa4PYg9L6qqEs,5G9kmDLg3OeUyj8KVBLzbu,4z4OzUPgnHa4PYg9L6qqEs,52,https://api.spotify.com/v1/audio-analysis/4z4OzUPgnHa4PYg9L6qqEs,4,https://api.spotify.com/v1/tracks/4z4OzUPgnHa4PYg9L6qqEs,audio_features,spotify:track:4z4OzUPgnHa4PYg9L6qqEs,Frio Mike Stud,
3980,All You Wanna Do,Six,0.302,0.738,0.532,0.0,11,0.0855,-7.967,0,0.187,143.991,0.596,410089,2018-08-31,1U0hiOuodfSsxdcTYXGEdT,1VbWMsap5Ex2erHPlmndr0,1U0hiOuodfSsxdcTYXGEdT,55,https://api.spotify.com/v1/audio-analysis/1U0hiOuodfSsxdcTYXGEdT,4,https://api.spotify.com/v1/tracks/1U0hiOuodfSsxdcTYXGEdT,audio_features,spotify:track:1U0hiOuodfSsxdcTYXGEdT,All You Wanna Do Six,All I Want For Christmas Is You Mariah Carey
3981,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.383,0.717,0.73,0.0,9,0.398,-4.729,0,0.0568,102.002,0.792,251173,2018-11-30,2hrUO4drrO63i7FYbCLBl2,6MDME20pz9RveH9rEXvrOM,2hrUO4drrO63i7FYbCLBl2,63,https://api.spotify.com/v1/audio-analysis/2hrUO4drrO63i7FYbCLBl2,4,https://api.spotify.com/v1/tracks/2hrUO4drrO63i7FYbCLBl2,audio_features,spotify:track:2hrUO4drrO63i7FYbCLBl2,Rockabye (feat. Sean Paul & Anne-Marie) Clean Bandit,Friends Marshmello & Anne-Marie
3982,Rose Of Sharon,Mumford & Sons,0.328,0.67,0.567,0.015,2,0.0873,-9.732,1,0.0357,139.995,0.434,203701,2018-11-16,0SwB9nk7EfDUnIGbz7Go9G,3gd8FJtBJtkRxdfbTu19U2,0SwB9nk7EfDUnIGbz7Go9G,50,https://api.spotify.com/v1/audio-analysis/0SwB9nk7EfDUnIGbz7Go9G,4,https://api.spotify.com/v1/tracks/0SwB9nk7EfDUnIGbz7Go9G,audio_features,spotify:track:0SwB9nk7EfDUnIGbz7Go9G,Rose Of Sharon Mumford & Sons,It's The Most Wonderful Time Of The Year Andy Williams
3983,In My Dreams,Kali Uchis,0.0195,0.606,0.839,1.96e-05,0,0.15,-5.115,1,0.0297,165.951,0.907,201000,2018-04-06,2dDzrUEDCKXaLViMPa1jo5,1U1el3k54VvEUzo3ybLPlM,2dDzrUEDCKXaLViMPa1jo5,53,https://api.spotify.com/v1/audio-analysis/2dDzrUEDCKXaLViMPa1jo5,4,https://api.spotify.com/v1/tracks/2dDzrUEDCKXaLViMPa1jo5,audio_features,spotify:track:2dDzrUEDCKXaLViMPa1jo5,In My Dreams Kali Uchis,Roll In Peace Kodak Black Featuring XXXTENTACION
3984,Cómo Me Quieres,Khruangbin,0.00605,0.549,0.532,0.883,6,0.371,-10.047,1,0.0423,85.477,0.564,225154,2018-01-26,2pCnrWHxYVDWN3S4PgNMa0,2mVVjNmdjXZZDvhgQWiakk,2pCnrWHxYVDWN3S4PgNMa0,51,https://api.spotify.com/v1/audio-analysis/2pCnrWHxYVDWN3S4PgNMa0,4,https://api.spotify.com/v1/tracks/2pCnrWHxYVDWN3S4PgNMa0,audio_features,spotify:track:2pCnrWHxYVDWN3S4PgNMa0,Cómo Me Quieres Khruangbin,Let Me Go Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
3985,Ride Good,LightSkinKeisha,0.094,0.645,0.57,0.0,5,0.133,-6.733,0,0.0605,157.048,0.409,220377,2018-09-21,1CXP50I9secwDGhAnwLD1P,6LIcR4928YAJqYcYD1P2mM,1CXP50I9secwDGhAnwLD1P,51,https://api.spotify.com/v1/audio-analysis/1CXP50I9secwDGhAnwLD1P,4,https://api.spotify.com/v1/tracks/1CXP50I9secwDGhAnwLD1P,audio_features,spotify:track:1CXP50I9secwDGhAnwLD1P,Ride Good LightSkinKeisha,Good Old Days Macklemore Featuring Kesha
3986,Dance with Me,Shiloh Dynasty,0.841,0.634,0.293,0.0213,6,0.11,-15.248,0,0.0774,115.186,0.349,87405,2018-05-14,6e8SyjN8eOrlmLMpMNGvoQ,1wxPItEzr7U7rGSMPqZ25r,6e8SyjN8eOrlmLMpMNGvoQ,56,https://api.spotify.com/v1/audio-analysis/6e8SyjN8eOrlmLMpMNGvoQ,4,https://api.spotify.com/v1/tracks/6e8SyjN8eOrlmLMpMNGvoQ,audio_features,spotify:track:6e8SyjN8eOrlmLMpMNGvoQ,Dance with Me Shiloh Dynasty,Let Me Go Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
3987,Mrs.,Leon Bridges,0.479,0.705,0.354,0.0,6,0.0734,-9.592,1,0.29,119.789,0.376,242520,2018-05-04,2R4O7MgIrN35QXnyLKMFVl,3qnGvpP8Yth1AqSBMqON5x,2R4O7MgIrN35QXnyLKMFVl,54,https://api.spotify.com/v1/audio-analysis/2R4O7MgIrN35QXnyLKMFVl,3,https://api.spotify.com/v1/tracks/2R4O7MgIrN35QXnyLKMFVl,audio_features,spotify:track:2R4O7MgIrN35QXnyLKMFVl,Mrs. Leon Bridges,
3988,33rd Blakk Glass,City Morgue,0.162,0.373,0.862,0.0,1,0.48,-1.98,1,0.0612,113.252,0.32,150267,2018-10-12,5T0YyRxyxtLDxLYJhLjqWM,1kMVs324xI4K0tQrKqA4c4,5T0YyRxyxtLDxLYJhLjqWM,55,https://api.spotify.com/v1/audio-analysis/5T0YyRxyxtLDxLYJhLjqWM,5,https://api.spotify.com/v1/tracks/5T0YyRxyxtLDxLYJhLjqWM,audio_features,spotify:track:5T0YyRxyxtLDxLYJhLjqWM,33rd Blakk Glass City Morgue,Act Up City Girls
3989,Penelope,Col3trane,0.104,0.551,0.391,0.0,4,0.173,-9.486,1,0.4,87.993,0.353,274769,2018-04-06,75w3hkYlT7dH1IWXMqBdq9,4hTL3jOgvZwOqegEZTOrCc,75w3hkYlT7dH1IWXMqBdq9,55,https://api.spotify.com/v1/audio-analysis/75w3hkYlT7dH1IWXMqBdq9,4,https://api.spotify.com/v1/tracks/75w3hkYlT7dH1IWXMqBdq9,audio_features,spotify:track:75w3hkYlT7dH1IWXMqBdq9,Penelope Col3trane,
3990,Do Your Worst,Rival Sons,0.00977,0.391,0.8,3.08e-06,2,0.329,-2.761,1,0.0523,83.81,0.398,210851,2018-09-14,11FvComd16zZX61DrlP3o1,356c8AN5YWKvz86B4Sb1yf,11FvComd16zZX61DrlP3o1,56,https://api.spotify.com/v1/audio-analysis/11FvComd16zZX61DrlP3o1,4,https://api.spotify.com/v1/tracks/11FvComd16zZX61DrlP3o1,audio_features,spotify:track:11FvComd16zZX61DrlP3o1,Do Your Worst Rival Sons,What Lovers Do Maroon 5 Featuring SZA
3991,Stolen Moments,Cautious Clay,0.829,0.434,0.211,0.0,10,0.104,-9.371,1,0.0506,170.597,0.202,137638,2018-02-21,3z2yfA8yko5CE5QObwvSgG,6iWuBN32BqCJAeXW6o3nil,3z2yfA8yko5CE5QObwvSgG,52,https://api.spotify.com/v1/audio-analysis/3z2yfA8yko5CE5QObwvSgG,4,https://api.spotify.com/v1/tracks/3z2yfA8yko5CE5QObwvSgG,audio_features,spotify:track:3z2yfA8yko5CE5QObwvSgG,Stolen Moments Cautious Clay,
3992,K For Christmas,Lil Mosey,0.234,0.707,0.53,0.0044,2,0.112,-9.471,1,0.0789,189.008,0.471,102162,2018-12-07,3hK0tQgnfjXwaCd0oHV0u2,5zctI4wO9XSKS8XwcnqEHk,3hK0tQgnfjXwaCd0oHV0u2,53,https://api.spotify.com/v1/audio-analysis/3hK0tQgnfjXwaCd0oHV0u2,4,https://api.spotify.com/v1/tracks/3hK0tQgnfjXwaCd0oHV0u2,audio_features,spotify:track:3hK0tQgnfjXwaCd0oHV0u2,K For Christmas Lil Mosey,All I Want For Christmas Is You Mariah Carey
3993,Own It,Ella Mai,0.112,0.527,0.543,1.71e-06,4,0.355,-4.996,0,0.0589,106.706,0.397,251497,2018-10-12,3DRG5CJplWKyNDc8z2It8T,7HkdQ0gt53LP4zmHsL0nap,3DRG5CJplWKyNDc8z2It8T,53,https://api.spotify.com/v1/audio-analysis/3DRG5CJplWKyNDc8z2It8T,4,https://api.spotify.com/v1/tracks/3DRG5CJplWKyNDc8z2It8T,audio_features,spotify:track:3DRG5CJplWKyNDc8z2It8T,Own It Ella Mai,Feel It Still Portugal. The Man
3994,Stranger Things (feat. OneRepublic) - Alan Walker Remix,Kygo,0.146,0.659,0.742,0.0,0,0.217,-4.624,1,0.0283,106.947,0.729,178413,2018-02-14,76c4KOymiPUkWEeIIc0DQr,23fqKkggKUBHNkbKtXEls4,76c4KOymiPUkWEeIIc0DQr,63,https://api.spotify.com/v1/audio-analysis/76c4KOymiPUkWEeIIc0DQr,4,https://api.spotify.com/v1/tracks/76c4KOymiPUkWEeIIc0DQr,audio_features,spotify:track:76c4KOymiPUkWEeIIc0DQr,Stranger Things (feat. OneRepublic) - Alan Walker Remix Kygo,Sky Walker Miguel Featuring Travis Scott
3995,Being so Normal,Peach Pit,0.674,0.541,0.583,0.00583,6,0.125,-8.886,0,0.0507,148.162,0.295,220067,2018-06-28,65sNrvOp2HLlhGTeLJ0nnk,6fC2AcsQtd9h4BWELbbire,65sNrvOp2HLlhGTeLJ0nnk,53,https://api.spotify.com/v1/audio-analysis/65sNrvOp2HLlhGTeLJ0nnk,4,https://api.spotify.com/v1/tracks/65sNrvOp2HLlhGTeLJ0nnk,audio_features,spotify:track:65sNrvOp2HLlhGTeLJ0nnk,Being so Normal Peach Pit,The Remedy For A Broken Heart (Why Am I So In Love) XXXTENTACION
3996,Hard,Why Don't We,0.241,0.548,0.628,0.0,7,0.109,-5.139,0,0.0711,147.847,0.323,196473,2018-08-31,2xj3BQ7AzGTwUWaroRTVCx,2jnIB6XdLvnJUeNTy5A0J2,2xj3BQ7AzGTwUWaroRTVCx,54,https://api.spotify.com/v1/audio-analysis/2xj3BQ7AzGTwUWaroRTVCx,4,https://api.spotify.com/v1/tracks/2xj3BQ7AzGTwUWaroRTVCx,audio_features,spotify:track:2xj3BQ7AzGTwUWaroRTVCx,Hard Why Don't We,Higher We Go (Intro) Migos
3997,Carried Away,H.E.R.,0.207,0.693,0.646,0.0163,2,0.119,-7.51,1,0.072,157.925,0.499,221987,2018-11-02,5zLs51Fr3XSUhZiWQMlxJu,3Y7RZ31TRPVadSFVy1o8os,5zLs51Fr3XSUhZiWQMlxJu,54,https://api.spotify.com/v1/audio-analysis/5zLs51Fr3XSUhZiWQMlxJu,4,https://api.spotify.com/v1/tracks/5zLs51Fr3XSUhZiWQMlxJu,audio_features,spotify:track:5zLs51Fr3XSUhZiWQMlxJu,Carried Away H.E.R.,Focus H.E.R.
3998,Bottles and Bibles (Live),Tyler Childers,0.892,0.444,0.21,2.13e-05,3,0.839,-13.5,1,0.0352,140.939,0.246,319853,2018-06-29,2JaIIUKcFXkgMRL3v3mZEK,13ZEDW6vyBF12HYcZRr4EV,2JaIIUKcFXkgMRL3v3mZEK,50,https://api.spotify.com/v1/audio-analysis/2JaIIUKcFXkgMRL3v3mZEK,3,https://api.spotify.com/v1/tracks/2JaIIUKcFXkgMRL3v3mZEK,audio_features,spotify:track:2JaIIUKcFXkgMRL3v3mZEK,Bottles and Bibles (Live) Tyler Childers,"Pills And Automobiles Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
3999,Adult Swim (feat. Tuamie),Jon Bellion,0.244,0.701,0.828,0.0,7,0.417,-5.606,1,0.297,89.988,0.651,313897,2018-11-09,7HKSWfpxHhllSmoLk9AQz8,50JJSqHUf2RQ9xsHs0KMHg,7HKSWfpxHhllSmoLk9AQz8,51,https://api.spotify.com/v1/audio-analysis/7HKSWfpxHhllSmoLk9AQz8,4,https://api.spotify.com/v1/tracks/7HKSWfpxHhllSmoLk9AQz8,audio_features,spotify:track:7HKSWfpxHhllSmoLk9AQz8,Adult Swim (feat. Tuamie) Jon Bellion,Night Shift Jon Pardi
4000,"I Love You, Will You Marry Me",YUNGBLUD,5.56e-05,0.519,0.923,0.0,11,0.0878,-3.76,0,0.0672,149.965,0.557,177870,2018-07-06,0dqrAmrvQ6fCGNf5T8If5A,6Ad91Jof8Niiw0lGLLi3NW,0dqrAmrvQ6fCGNf5T8If5A,59,https://api.spotify.com/v1/audio-analysis/0dqrAmrvQ6fCGNf5T8If5A,4,https://api.spotify.com/v1/tracks/0dqrAmrvQ6fCGNf5T8If5A,audio_features,spotify:track:0dqrAmrvQ6fCGNf5T8If5A,"I Love You, Will You Marry Me YUNGBLUD",Bad At Love Halsey
4001,Coma,$uicideBoy$,0.0219,0.697,0.791,0.00219,8,0.597,-4.852,1,0.0534,119.931,0.563,137772,2018-09-07,5SJUjbpVLHbiRTXZ5oLsa6,1VPmR4DJC1PlOtd0IADAO0,5SJUjbpVLHbiRTXZ5oLsa6,54,https://api.spotify.com/v1/audio-analysis/5SJUjbpVLHbiRTXZ5oLsa6,4,https://api.spotify.com/v1/tracks/5SJUjbpVLHbiRTXZ5oLsa6,audio_features,spotify:track:5SJUjbpVLHbiRTXZ5oLsa6,Coma $uicideBoy$,
4002,Early Afternoon Stroll,Yung Gravy,0.27,0.714,0.794,5.92e-05,5,0.285,-3.709,0,0.23,155.034,0.76,156653,2018-05-04,7m4oL0iXSqKZ396LHSZxFn,2YOYua8FpudSEiB9s88IgQ,7m4oL0iXSqKZ396LHSZxFn,52,https://api.spotify.com/v1/audio-analysis/7m4oL0iXSqKZ396LHSZxFn,4,https://api.spotify.com/v1/tracks/7m4oL0iXSqKZ396LHSZxFn,audio_features,spotify:track:7m4oL0iXSqKZ396LHSZxFn,Early Afternoon Stroll Yung Gravy,
4003,New Sky,RÜFÜS DU SOL,0.0213,0.643,0.744,0.287,5,0.17,-8.021,1,0.029,124.004,0.194,327547,2018-10-19,29tIhq8ByVaG5GVlnS4XRL,5Pb27ujIyYb33zBqVysBkj,29tIhq8ByVaG5GVlnS4XRL,54,https://api.spotify.com/v1/audio-analysis/29tIhq8ByVaG5GVlnS4XRL,4,https://api.spotify.com/v1/tracks/29tIhq8ByVaG5GVlnS4XRL,audio_features,spotify:track:29tIhq8ByVaG5GVlnS4XRL,New Sky RÜFÜS DU SOL,Sky Walker Miguel Featuring Travis Scott
4004,Owls,Ebb & Flod,0.949,0.211,0.053,0.915,7,0.111,-20.408,1,0.038,110.314,0.0363,146483,2018-11-30,6PVUZBg7qJv94rC8EoWXrL,2thIq9dFmnfUClzXEjDIMr,6PVUZBg7qJv94rC8EoWXrL,57,https://api.spotify.com/v1/audio-analysis/6PVUZBg7qJv94rC8EoWXrL,3,https://api.spotify.com/v1/tracks/6PVUZBg7qJv94rC8EoWXrL,audio_features,spotify:track:6PVUZBg7qJv94rC8EoWXrL,Owls Ebb & Flod,
4005,First Date,Frad,0.75,0.732,0.303,0.828,4,0.141,-13.575,1,0.057,82.555,0.601,173143,2018-04-21,733hyyG8U8kxxebds98nc6,1XLYJ9VzlgEpBdlkC4MhOL,733hyyG8U8kxxebds98nc6,55,https://api.spotify.com/v1/audio-analysis/733hyyG8U8kxxebds98nc6,4,https://api.spotify.com/v1/tracks/733hyyG8U8kxxebds98nc6,audio_features,spotify:track:733hyyG8U8kxxebds98nc6,First Date Frad,For The First Time Darius Rucker
4006,Growin' Up,Walker McGuire,0.0226,0.609,0.814,1.14e-06,0,0.382,-4.263,1,0.0382,126.006,0.385,205373,2018-09-21,6rJAu6uq9E0uxcZnQ4J2yH,6jDzxywOhu6CcmS8MVzWlL,6rJAu6uq9E0uxcZnQ4J2yH,50,https://api.spotify.com/v1/audio-analysis/6rJAu6uq9E0uxcZnQ4J2yH,4,https://api.spotify.com/v1/tracks/6rJAu6uq9E0uxcZnQ4J2yH,audio_features,spotify:track:6rJAu6uq9E0uxcZnQ4J2yH,Growin' Up Walker McGuire,Sky Walker Miguel Featuring Travis Scott
4007,POWER (feat. Ty Dolla $ign),YG,0.0113,0.932,0.486,0.0,1,0.101,-7.965,1,0.0671,100.014,0.413,172893,2018-08-03,4QL6NHf6sl3Sx58AFKc1GQ,0A0FS04o6zMoto8OKPsDwY,4QL6NHf6sl3Sx58AFKc1GQ,53,https://api.spotify.com/v1/audio-analysis/4QL6NHf6sl3Sx58AFKc1GQ,4,https://api.spotify.com/v1/tracks/4QL6NHf6sl3Sx58AFKc1GQ,audio_features,spotify:track:4QL6NHf6sl3Sx58AFKc1GQ,POWER (feat. Ty Dolla $ign) YG,"White Sand Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean"
4008,Watching Over,Greta Van Fleet,0.00167,0.396,0.734,0.0637,4,0.103,-4.897,0,0.0312,132.567,0.41,267333,2018-10-19,4f9UzrnxHsWKIheG1TRrEG,4NpFxQe2UvRCAjto3JqlSl,4f9UzrnxHsWKIheG1TRrEG,56,https://api.spotify.com/v1/audio-analysis/4f9UzrnxHsWKIheG1TRrEG,4,https://api.spotify.com/v1/tracks/4f9UzrnxHsWKIheG1TRrEG,audio_features,spotify:track:4f9UzrnxHsWKIheG1TRrEG,Watching Over Greta Van Fleet,Happy Xmas (War Is Over) John & Yoko/The Plastic Ono Band With The Harlem Community Choir
4009,Tell Me That You Love Me,James Smith,0.402,0.536,0.317,0.0,6,0.11,-8.752,1,0.0359,143.89,0.319,194659,2018-12-06,2wHA4yJKT8TJhGz20QxUqX,543ccHFPnZfJMD8tRGPtu7,2wHA4yJKT8TJhGz20QxUqX,62,https://api.spotify.com/v1/audio-analysis/2wHA4yJKT8TJhGz20QxUqX,4,https://api.spotify.com/v1/tracks/2wHA4yJKT8TJhGz20QxUqX,audio_features,spotify:track:2wHA4yJKT8TJhGz20QxUqX,Tell Me That You Love Me James Smith,Bad At Love Halsey
4010,Yo Estaba Solo,Pancho Barraza,0.242,0.547,0.527,0.0,0,0.106,-5.109,1,0.0288,140.015,0.541,191453,2018-01-26,2yqP84ZIyYVpaOV4O2Ih6G,5dmU7FrmtbQaSzIvGsE4Jp,2yqP84ZIyYVpaOV4O2Ih6G,56,https://api.spotify.com/v1/audio-analysis/2yqP84ZIyYVpaOV4O2Ih6G,4,https://api.spotify.com/v1/tracks/2yqP84ZIyYVpaOV4O2Ih6G,audio_features,spotify:track:2yqP84ZIyYVpaOV4O2Ih6G,Yo Estaba Solo Pancho Barraza,"Pills And Automobiles Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
4011,Back Together,Loote,0.239,0.777,0.579,0.0,7,0.105,-5.515,1,0.184,110.007,0.413,183280,2018-09-21,3VKDOXkmTHt4Xa78U4dbDp,00TKPo9MxwZ0j4ooveIxWZ,3VKDOXkmTHt4Xa78U4dbDp,56,https://api.spotify.com/v1/audio-analysis/3VKDOXkmTHt4Xa78U4dbDp,4,https://api.spotify.com/v1/tracks/3VKDOXkmTHt4Xa78U4dbDp,audio_features,spotify:track:3VKDOXkmTHt4Xa78U4dbDp,Back Together Loote,Want You Back 5 Seconds Of Summer
4012,Vault,Excision,0.00781,0.42,0.962,0.0128,1,0.372,-1.892,1,0.611,160.022,0.147,297742,2018-08-14,6CYumhM3ZVH9bItKm2PPur,5FKchcZpQOkqFvXBj1aCvb,6CYumhM3ZVH9bItKm2PPur,50,https://api.spotify.com/v1/audio-analysis/6CYumhM3ZVH9bItKm2PPur,4,https://api.spotify.com/v1/tracks/6CYumhM3ZVH9bItKm2PPur,audio_features,spotify:track:6CYumhM3ZVH9bItKm2PPur,Vault Excision,
4013,Take Your Time,Vance Joy,0.4,0.638,0.687,0.000114,7,0.166,-6.556,1,0.0351,114.98,0.323,217173,2018-02-23,0fqjy5gVNVmQQmxOLLfb3c,10exVja0key0uqUkk6LJRT,0fqjy5gVNVmQQmxOLLfb3c,55,https://api.spotify.com/v1/audio-analysis/0fqjy5gVNVmQQmxOLLfb3c,4,https://api.spotify.com/v1/tracks/0fqjy5gVNVmQQmxOLLfb3c,audio_features,spotify:track:0fqjy5gVNVmQQmxOLLfb3c,Take Your Time Vance Joy,It's The Most Wonderful Time Of The Year Andy Williams
4014,BUBBLE GUM,Quavo,0.114,0.799,0.752,0.0,11,0.109,-3.734,0,0.274,75.98,0.763,196496,2018-10-12,1t5lB6hvOMWdat5NKm29Qx,0VRj0yCOv2FXJNP47XQnx5,1t5lB6hvOMWdat5NKm29Qx,54,https://api.spotify.com/v1/audio-analysis/1t5lB6hvOMWdat5NKm29Qx,4,https://api.spotify.com/v1/tracks/1t5lB6hvOMWdat5NKm29Qx,audio_features,spotify:track:1t5lB6hvOMWdat5NKm29Qx,BUBBLE GUM Quavo,Ice Tray Quavo & Lil Yachty
